final_pct_blocked_calls,final_pct_dropped_calls
3.2177332856632107E-01,3.84340364676439E-01
2.2523857506964615E-01,4.267678264477505E-01
2.673636145157414E-01,3.3345349675558755E-01
3.669112741827885E-01,4.7304263448359507E-01
2.7088976870181286E-01,4.107998690203316E-01
2.2818711343301507E-01,4.323545307151865E-01
2.977743668457406E-01,5.188027628549501E-01
3.375629163024805E-01,5.063443744537207E-01
3.089325644345063E-01,5.001765328939626E-01
3.0857787140610626E-01,5.251758003738539E-01
3.6207152396497994E-01,4.3626650838403325E-01
2.4967268519928143E-01,4.445391712084767E-01
3.04715697296018E-01,4.260102952488018E-01
2.2630497573176903E-01,3.662567370395736E-01
3.259764339972486E-01,4.6055386087684674E-01
2.831847855247861E-01,4.918472590693654E-01
3.1421598535692497E-01,4.11836485661989E-01
3.385322210131786E-01,4.5036875831217504E-01
2.982136999373751E-01,4.2644559091044637E-01
3.2904488053595776E-01,4.1797592932945987E-01
2.866742702136186E-01,3.9147991738848986E-01
2.6054438450220696E-01,4.1687101520353115E-01
3.636139529150746E-01,4.344878589917416E-01
2.4577388802301883E-01,3.776525596451265E-01
2.9828715520157445E-01,3.505642854946339E-01
2.877329837910419E-01,3.8364397838805586E-01
2.672254107072363E-01,3.917281588776533E-01
2.970620562635535E-01,4.901523928348632E-01
2.8009480131736897E-01,4.401489734987226E-01
3.598328911657976E-01,4.4826639831671394E-01
2.4271844660194172E-01,4.314994606256742E-01
2.9549223579074324E-01,3.8293381576963664E-01
3.012411133871551E-01,3.8860103626943004E-01
3.2324330856141625E-01,5.347108936015951E-01
2.471923828125E-01,4.0283203125E-01
2.90045749484197E-01,4.455341925066531E-01
1.9643953345610804E-01,3.683241252302026E-01
2.4028353457079352E-01,3.964678320418093E-01
3.630254117788245E-01,5.490384326902883E-01
2.4414207878048055E-01,4.4064667877452585E-01
3.608903984957845E-01,4.3670770910414264E-01
2.467007490191416E-01,3.774818689810962E-01
3.179505813953488E-01,4.1787790697674415E-01
3.4367511666036066E-01,5.454660108462606E-01
2.2170928749316648E-01,3.614165097491344E-01
3.0619050506275386E-01,4.6989631965076095E-01
2.9138108009668556E-01,4.1389357968279195E-01
2.8600985821213415E-01,5.263798454329702E-01
2.89278611462665E-01,3.947447718917616E-01
2.966647688112433E-01,4.105360942135387E-01
2.024046885384569E-01,4.471028940849496E-01
3.0389649465924473E-01,4.152249134948097E-01
2.892088931734651E-01,3.976622281135145E-01
3.3277870216306155E-01,5.229379605419539E-01
3.4256776884122725E-01,4.3193327375633006E-01
3.475895420885598E-01,4.9569291219585915E-01
2.7170667622118716E-01,4.20996058760301E-01
3.315350070827933E-01,5.425118297718436E-01
2.761933353347343E-01,4.2629840888622034E-01
2.5288687121050546E-01,4.1741567898601506E-01
3.295697284101312E-01,5.187671650900214E-01
2.9987233158160387E-01,4.7504527775303584E-01
2.944062806673209E-01,4.4467615309126596E-01
3.355106888361045E-01,3.5629453681710216E-01
2.5100101595649316E-01,3.914420605988167E-01
2.7924573624789817E-01,4.864280566898871E-01
2.915714801009979E-01,4.538896236623783E-01
2.957077571014666E-01,4.450551091729144E-01
2.536026494017961E-01,5.042217382223946E-01
3.1529637859588017E-01,4.744459792204672E-01
3.549085659287777E-01,5.654475457170356E-01
3.2704028541697633E-01,4.786680541103018E-01
2.2810492826700282E-01,2.971366828741221E-01
2.609804561226608E-01,4.270589282007177E-01
2.799952341236745E-01,4.9445966877159536E-01
3.263234227701233E-01,4.592700024172105E-01
2.8687039497523853E-01,3.955791762290131E-01
2.69010604022647E-01,3.6285151240264E-01
3.2842206755250236E-01,4.42917834222182E-01
3.6935578195697005E-01,5.140201298901167E-01
2.5556992092365977E-01,4.0590516852581254E-01
2.986425339366516E-01,4.947209653092006E-01
2.4070688604509444E-01,4.570383912248629E-01
2.876835480970932E-01,4.554989511537309E-01
3.308845850282315E-01,4.432032056341449E-01
3.935599284436494E-01,4.949314251639833E-01
2.696056646816579E-01,4.147779456640891E-01
3.222822356838053E-01,3.939005102802065E-01
2.9784065524944153E-01,3.991064780342517E-01
2.153472854109797E-01,3.97330906885047E-01
2.8291555122900947E-01,4.6848381601362865E-01
2.8948310851140024E-01,3.9692013847439417E-01
2.74700395447822E-01,4.105412503396021E-01
2.6905829596412556E-01,3.7070254110612855E-01
3.3187938554902335E-01,3.8561223844743664E-01
2.8973386301860865E-01,4.599898443800592E-01
2.7870018975332067E-01,4.476992409867172E-01
2.556252415064055E-01,4.250512736676277E-01
3.3033747991191E-01,4.4640199988095947E-01
2.4963156786670276E-01,4.18057685945442E-01
3.226401179941003E-01,4.8242379547689285E-01
3.4462269756387404E-01,5.258467023172906E-01
3.033060357901122E-01,4.549590536851683E-01
3.6384073833047387E-01,4.7920487487428265E-01
3.258999969824074E-01,4.4962129213313623E-01
3.0232195730091943E-01,4.6127473897459875E-01
3.461653237839451E-01,3.8495971351835273E-01
2.6021415325716335E-01,3.678889752946103E-01
3.090080529371372E-01,4.8380048692178035E-01
2.3638539796529026E-01,3.9497307001795334E-01
2.74245072629739E-01,4.008197215357724E-01
2.2925401948659163E-01,4.313595366655606E-01
3.4523485054965025E-01,4.6939826171224375E-01
3.108374678701656E-01,4.572897363859167E-01
3.1617934897166433E-01,3.9447137824083833E-01
3.47846947343169E-01,4.70792851145496E-01
2.60487657125549E-01,4.179918218991368E-01
3.32541567695962E-01,4.513064133016627E-01
3.293511781789874E-01,3.7426270247612203E-01
3.2413937993337133E-01,4.892103604549956E-01
2.4817605549575408E-01,4.006697763425428E-01
3.6418166238217653E-01,5.110784673766678E-01
2.9054964804552946E-01,4.6727572262992356E-01
2.8235154253105865E-01,3.507103370385781E-01
3.237410071942446E-01,3.8069544364508395E-01
2.8763183125599234E-01,3.865052732502397E-01
2.72212876586634E-01,3.945557424682673E-01
3.0732507832313893E-01,4.475607936744741E-01
3.2366303411824093E-01,4.7213231582385606E-01
2.4714045816038782E-01,3.295206108805171E-01
2.722187322384756E-01,3.97858147117772E-01
3.78889585011486E-01,5.041916524955995E-01
2.7851816357701176E-01,4.4023838758947026E-01
