final_pct_blocked_calls,final_pct_dropped_calls
6.159185385759506E+00,1.1441211242896914E-02
5.895581125145235E+00,3.373186912034781E-02
5.953821578972844E+00,1.936202139503364E-02
6.063472544104432E+00,4.7296977723123496E-02
6.089859619484333E+00,2.0111821728812197E-02
5.888894260987284E+00,4.35139970023691E-02
6.160048225453997E+00,6.028181749679753E-02
6.094350362886011E+00,2.4903941938238222E-02
6.153635304598095E+00,2.3984101966696363E-02
6.062739851424145E+00,2.8166038798718446E-02
5.787495053423031E+00,1.9786307874950535E-02
5.580215599239061E+00,3.357081577082323E-02
5.922566671179099E+00,1.692161906051171E-02
5.6161024453375115E+00,1.3623050200939991E-02
6.383108561664734E+00,4.2716787697565144E-02
6.27422974903081E+00,4.0807998367680065E-02
6.039755351681957E+00,1.91131498470948E-02
5.913015797222554E+00,2.785404480522064E-02
6.302435031716799E+00,3.580928995293636E-02
5.86809585580665E+00,2.7309346623882024E-02
5.694129503653313E+00,3.779289493575208E-02
6.222464459281464E+00,2.2709724303946948E-02
6.317779680365297E+00,3.5673515981735154E-02
5.868981194461666E+00,2.4109664531239236E-02
5.933163409798923E+00,1.770036816765789E-02
5.937926449490885E+00,6.998145491444767E-03
6.189124506038849E+00,4.45260755830133E-02
6.020719073735527E+00,4.0625634775543366E-02
5.952610287035253E+00,2.3116933153534965E-02
6.208566108007449E+00,3.35195530726257E-02
5.852710102372828E+00,1.5871756209824617E-02
5.742874941597882E+00,1.946737268338265E-02
6.271186440677965E+00,2.0754064337599448E-02
5.840720878479442E+00,2.1889022655138448E-02
5.8235724743777455E+00,2.1961932650073207E-02
6.103268226648617E+00,3.094179075614001E-02
5.721414436892369E+00,2.1509076830422438E-02
5.563747957434937E+00,3.5869435255669366E-02
6.172162996911427E+00,3.4870977383680384E-02
6.096282012246693E+00,4.736290131601204E-02
6.197046719922537E+00,1.7290866964069576E-02
6.026069746809528E+00,2.3885893673650446E-02
5.991981796510998E+00,1.4447213493697405E-02
6.165934212278599E+00,1.3317352510320946E-02
5.509300265721877E+00,8.857395925597875E-03
6.298478362226084E+00,4.2385453312423174E-02
5.930131004366812E+00,2.1834061135371178E-02
6.303695622528297E+00,2.045547524887495E-02
6.166173886960621E+00,1.7140163688563227E-02
6.014337584954846E+00,2.7930360301647892E-02
5.76058584686775E+00,2.537703016241299E-02
5.99311831209589E+00,2.2686883200362988E-02
5.942652329749104E+00,5.3763440860215055E-02
6.050813078007358E+00,1.718980988070272E-02
6.153074746606497E+00,1.7907668063464777E-02
6.2621785809804E+00,4.202804416765369E-02
6.162976489385985E+00,2.7391006619493265E-02
6.41600755518829E+00,3.5414945106835086E-02
6.036326863988176E+00,2.7225701061802342E-02
5.7230078248359595E+00,3.508895048949086E-02
6.243624467972845E+00,4.221041893840796E-02
5.948564508085774E+00,2.493410272850324E-02
5.8352203448876505E+00,3.832085002612785E-02
5.888307744221359E+00,1.6871941960519655E-02
5.812457684495599E+00,2.3696682464454978E-02
6.140195991877814E+00,4.8556546305288245E-02
5.964662634886754E+00,2.3716352424997034E-02
5.843621399176955E+00,2.9928918817807706E-02
6.335682479576453E+00,2.4543318957960802E-02
5.899352651048089E+00,1.9266337854500618E-02
6.409253274366389E+00,2.3813573737030108E-02
5.922750188559406E+00,5.55754039140963E-02
5.699031046074747E+00,1.5819655922483685E-02
5.8469170800850465E+00,1.771793054571226E-02
6.096832038254632E+00,2.561694133720434E-02
6.489049728583016E+00,6.239470892868285E-03
5.899565791957712E+00,1.8878610534264678E-02
5.994892036220107E+00,1.8574413745066173E-02
6.276824034334765E+00,3.353004291845493E-02
6.023815082885828E+00,3.502218071445249E-02
6.195752169913203E+00,7.999680012799487E-03
6.051885047074785E+00,4.933601940550097E-02
6.125131440588854E+00,2.253267237494367E-02
5.8262869010532565E+00,2.2251891410769914E-02
5.712918987255271E+00,1.7084087880548056E-02
6.159591052459849E+00,4.713047891817424E-02
5.845657200191947E+00,2.1812153732059504E-02
6.05615344902903E+00,1.5884992653190898E-02
5.850880220918191E+00,2.1574042112530206E-02
5.908172507489724E+00,1.3934369121438027E-02
6.078656773609224E+00,2.43842965130456E-02
6.175225095588538E+00,8.222669900916827E-03
5.9829695459785075E+00,1.4873758970735878E-02
5.953401069082303E+00,1.632186722161015E-02
6.025969986781743E+00,1.1663167716351761E-02
5.878348811202412E+00,3.889726260514416E-02
5.950846833578792E+00,1.8409425625920472E-02
6.069253523577519E+00,4.176091874021228E-02
5.932822900234696E+00,1.923742834057943E-02
5.784154143165386E+00,1.5141764772684255E-02
6.207054512139258E+00,5.955107650022904E-02
6.138531729572792E+00,5.806719203649938E-02
5.802238805970149E+00,3.73134328358209E-02
6.081543302777398E+00,2.052264331645916E-02
5.942319421451598E+00,3.485231332229676E-02
5.847022215789854E+00,3.6182068167016426E-02
5.933165846439756E+00,2.409058058299205E-02
5.905365126676601E+00,1.1177347242921014E-02
6.055752583609808E+00,4.194790832475308E-02
6.043026347594876E+00,1.381263165164543E-02
6.19101281870686E+00,7.043245527539091E-03
6.2994786638347176E+00,4.8271867155821584E-03
6.078690256139424E+00,4.224980195405334E-02
6.004080443019528E+00,2.42883513067133E-02
5.88673066904815E+00,2.9768549527424273E-02
6.154303552846737E+00,1.4865467518953469E-02
5.9625375339592965E+00,2.8597302321147704E-02
5.959212501103558E+00,8.828462964597864E-03
5.972236433711927E+00,2.0464545175483476E-02
6.252468599415435E+00,2.7648313452879377E-02
5.881897685937621E+00,2.3218017181332713E-02
6.418692619882579E+00,2.7581859017297764E-02
6.228565490005889E+00,3.464163231371462E-03
6.017445070111515E+00,1.1041183614883515E-02
5.826545723805998E+00,2.776749352091818E-02
6.015010721944246E+00,1.7869907076483203E-02
5.939354930987628E+00,2.1454623471358077E-02
6.208289126937951E+00,3.0801875491974398E-02
6.158760818691728E+00,3.3431150403031094E-02
5.943105635078819E+00,1.811922449719152E-02
6.101497180633872E+00,1.16663426015944E-02
6.143432439379659E+00,2.5704738240082254E-02
6.270674017428419E+00,6.402276364929753E-02
5.856610482409655E+00,4.1027043659612294E-02
5.925631338238219E+00,1.5907735136209984E-02
6.091408779459377E+00,5.27068744823432E-02
5.9402101106959035E+00,1.7626736233519E-02
6.066654288897141E+00,2.3208317861121427E-02
5.991004276655361E+00,1.4747087450228579E-02
5.904628330995792E+00,3.8569424964936885E-02
5.878036849828796E+00,2.853415946518833E-02
6.157550739594083E+00,4.8159614723082216E-02
6.1331881691163135E+00,0E+00
5.961601845748187E+00,4.53197099538563E-02
5.939725287705444E+00,3.374843913469002E-02
6.0424354243542435E+00,1.845018450184502E-02
6.000253710516301E+00,3.382806884012009E-02
6.0119915734889E+00,2.4307243558580455E-02
5.888034340905026E+00,2.861742085494545E-02
5.77359535012455E+00,3.321339606974814E-02
5.931797990842616E+00,6.833868653044489E-02
5.755395683453238E+00,1.8605805011163483E-02
6.115457813491224E+00,3.3833791499259885E-02
