final_pct_blocked_calls,final_pct_dropped_calls
6.417483014029621E-01,3.250806812560364E-01
6.370983456580542E-01,3.0979691458126224E-01
6.364306989950729E-01,2.787211535784873E-01
6.09926829021452E-01,3.12047741617723E-01
6.333283527350276E-01,3.1038183077738085E-01
6.604705445133023E-01,3.155653934298503E-01
6.325713416797608E-01,3.1189281430043764E-01
6.357547941596529E-01,3.0262482840860244E-01
6.190912998886381E-01,3.042991135045848E-01
6.321063034501653E-01,2.912646692368409E-01
6.582825378948789E-01,3.1053548435961525E-01
6.653292629742695E-01,3.0039249890972525E-01
6.593770933277399E-01,2.892598331427489E-01
6.366649520883224E-01,3.212279560295816E-01
6.49090872722181E-01,2.883737056521246E-01
6.559188626671999E-01,3.1728168240645954E-01
6.495550305927276E-01,3.192435001262447E-01
6.258110139992173E-01,3.038084187544198E-01
6.507258976487583E-01,2.944771641293477E-01
6.739033006432564E-01,3.3810503005378045E-01
6.209098859710555E-01,2.9286305468899215E-01
6.163002194247182E-01,3.136101338047154E-01
6.684021184480365E-01,3.1624810976157103E-01
6.333894526095464E-01,3.030440915502571E-01
6.567146129918642E-01,2.8821541582967747E-01
6.784671025177355E-01,3.505355404089581E-01
6.589194124439431E-01,3.443970031418674E-01
6.829668549048812E-01,2.9787146019072047E-01
6.522887294330572E-01,3.1857525877932186E-01
6.388341786490597E-01,3.241794314443843E-01
6.373481957121991E-01,2.914369954752363E-01
6.16123224644929E-01,2.9572581182903246E-01
6.161612412308378E-01,3.165165631295322E-01
6.001747049777634E-01,3.311423247719037E-01
6.269867867496576E-01,3.0064130303927533E-01
6.347574728861333E-01,3.067394286200654E-01
6.397170771005865E-01,3.195171740481051E-01
6.418165863695505E-01,2.9821441179140457E-01
6.761104280011454E-01,3.254223584699085E-01
6.185989086559067E-01,3.2049436735947184E-01
6.319050501113015E-01,2.971458271356715E-01
6.459757795050157E-01,3.103992748957843E-01
6.37431607139234E-01,2.8777416322307064E-01
6.118769383951937E-01,3.0711580250401976E-01
6.559145221362724E-01,3.350354753357938E-01
6.222174899679908E-01,3.044540124709687E-01
6.406839226835672E-01,2.97472144892627E-01
6.664631128986407E-01,3.2638793838638014E-01
6.468930439598037E-01,3.1639207220934784E-01
6.258184106253083E-01,3.132493240140809E-01
6.514799525345545E-01,3.168819882004914E-01
6.350772057954173E-01,3.2057886611694203E-01
6.352032449581997E-01,3.012028031940884E-01
6.663915000133146E-01,3.0623385614997467E-01
6.294035394215175E-01,3.2435104398376213E-01
6.253307037375535E-01,3.1232176357001984E-01
6.114931493984201E-01,3.1131192759475884E-01
6.455932931345263E-01,3.0774745770163375E-01
6.245535936747338E-01,2.9334086341212234E-01
6.158324935617512E-01,3.0807620327270985E-01
5.755587383006361E-01,2.5946774139826134E-01
6.331769849810825E-01,3.099893737267085E-01
6.68417040738545E-01,3.279410519183535E-01
6.235720200740305E-01,3.0097742835573205E-01
6.119055973293895E-01,3.098878828918934E-01
6.439730042214514E-01,3.3811943749831946E-01
6.794121202701069E-01,3.1708201647583023E-01
6.437637295582133E-01,2.983212648821631E-01
6.477074789812237E-01,3.253967165448286E-01
6.496218745649095E-01,3.1173699992189596E-01
6.432730500464376E-01,3.2043702812648867E-01
6.228354941681181E-01,3.0260723410888435E-01
6.329625688512555E-01,2.991775044391473E-01
6.138205701509223E-01,2.798351034097261E-01
6.05181976028725E-01,2.9567943898450805E-01
6.740441267782484E-01,3.3426241496833303E-01
6.385463640905347E-01,3.212583002756006E-01
6.177182988051583E-01,2.9498924236478535E-01
6.78597165505645E-01,3.2554964157932664E-01
6.392354412052826E-01,3.021840267515881E-01
6.499201031553188E-01,2.887378378284696E-01
6.474082091360919E-01,3.0112781830073604E-01
6.226992359418203E-01,3.0824103008785847E-01
6.618521459056349E-01,3.477410698498438E-01
6.124333264694746E-01,3.181730622330568E-01
6.329837299986554E-01,3.159876294204652E-01
6.531778974751135E-01,3.149012051733292E-01
6.159647598374873E-01,3.0328548087858853E-01
6.230357068686225E-01,3.111717224860509E-01
6.30687624701932E-01,2.968514282933476E-01
6.529253189558534E-01,2.989377035178562E-01
6.412306298383766E-01,3.0945623642589704E-01
6.619551233856281E-01,3.271348136267188E-01
6.224889719748774E-01,3.125563700168905E-01
6.393254692343695E-01,2.8557668174819056E-01
6.375918695639432E-01,3.126088839537209E-01
6.542169721184747E-01,3.0365673586380615E-01
6.798238007700045E-01,3.00812572325874E-01
6.404678084991363E-01,3.1380615218279867E-01
6.318578542917255E-01,2.992830249551247E-01
