final_pct_blocked_calls,final_pct_dropped_calls
2.2105346933902825E+00,1.3695631988751675E-01
2.22749914326956E+00,1.273845663905514E-01
2.2378667240996375E+00,1.177824591631388E-01
2.211987214182862E+00,1.3480254490865085E-01
2.2328525594704742E+00,1.1633956701448103E-01
2.2694694992494826E+00,1.257623497275149E-01
2.20672100592539E+00,1.2657523576376334E-01
2.2430565721357945E+00,1.1744274250429182E-01
2.1756098524893046E+00,1.182325063644657E-01
2.243642594438032E+00,1.1004925331402392E-01
2.2370947911762618E+00,1.3818844433004007E-01
2.247841122683095E+00,1.2107104395347126E-01
2.2681997573935178E+00,1.1071056363294665E-01
2.2259785610439837E+00,1.3529775941345465E-01
2.250381214772032E+00,1.2302472473217842E-01
2.2029068209733706E+00,1.3083130069277957E-01
2.273327488036508E+00,1.2430058910732457E-01
2.2166751863826173E+00,1.1982925161487343E-01
2.2825087925765897E+00,1.0954685586957479E-01
2.280842914425168E+00,1.4463070958818486E-01
2.243479847372908E+00,1.1450177572121963E-01
2.2085522515335736E+00,1.2928781668638076E-01
2.280925728160406E+00,1.2662146790458864E-01
2.2316441734169836E+00,1.2435102115372455E-01
2.2889483298538624E+00,1.0046972860125261E-01
2.291679950065606E+00,1.4228617642814714E-01
2.2647100557350326E+00,1.4222497945822513E-01
2.273195345484502E+00,1.1230820718772527E-01
2.258794959306905E+00,1.3487792071409818E-01
2.2016423099754077E+00,1.367413856460412E-01
2.260425848391362E+00,1.1637836051123843E-01
2.2069842095190637E+00,1.1952090532572154E-01
2.19458594873587E+00,1.3441040874205298E-01
2.1785005838409703E+00,1.2978151686104583E-01
2.220809907927972E+00,1.284119612156767E-01
2.2366399180467815E+00,1.28763303169996E-01
2.2322970920492544E+00,1.2678691324385458E-01
2.232729362820232E+00,1.1666575432450187E-01
2.313950730585603E+00,1.2545930134636735E-01
2.1819431028149276E+00,1.4489598780968968E-01
2.2147001274892792E+00,1.3430688782988703E-01
2.266040035281681E+00,1.3971276402345828E-01
2.229350015904994E+00,1.0934683490616054E-01
2.246733622520093E+00,1.2537939479203303E-01
2.2932189902470785E+00,1.1936313356175644E-01
2.191458453384494E+00,1.2422060198683951E-01
2.2413049077887015E+00,1.1440690723339343E-01
2.285294803715748E+00,1.330973257042495E-01
2.2499368881658297E+00,1.307817452525876E-01
2.2250078345346287E+00,1.2299376943891253E-01
2.2315004758031853E+00,1.300638465312466E-01
2.21831904422378E+00,1.2242839504025876E-01
2.247559137671188E+00,1.1518869909194057E-01
2.2643713474478133E+00,1.3133151247311756E-01
2.2164761685167496E+00,1.3274482031687473E-01
2.2139870436844125E+00,1.3209946561362845E-01
2.2004889975550124E+00,1.259637030744833E-01
2.256120202636395E+00,1.349362119725221E-01
2.2274399859821274E+00,1.1459611004030139E-01
2.255652496222165E+00,1.2545262737718474E-01
2.0959727530535672E+00,1.0560289813516471E-01
2.225364917420072E+00,1.1919793928986314E-01
2.2786058635855833E+00,1.2983222455942592E-01
2.246595146732962E+00,1.222774685186186E-01
2.1974018855880515E+00,1.2866915984051708E-01
2.224177876757844E+00,1.37574309883439E-01
2.2701873485905475E+00,1.3501037740433006E-01
2.198654224240578E+00,1.277240882784593E-01
2.258781473938798E+00,1.3554682179247382E-01
2.254702651409066E+00,1.1499214165450297E-01
2.1952759883794366E+00,1.3930240531225752E-01
2.2294525301235932E+00,1.1523303217809797E-01
2.212406746038825E+00,1.163110142249084E-01
2.208411755463362E+00,1.083144730200014E-01
2.1611946404827655E+00,1.1898673758139852E-01
2.2844975484301293E+00,1.3083590676017587E-01
2.232807816830367E+00,1.3766128767931476E-01
2.2280860631421167E+00,1.1429285201261592E-01
2.323442651396842E+00,1.3604025681068888E-01
2.234017646800603E+00,1.3205835442852754E-01
2.2724612938090747E+00,1.1083497979498971E-01
2.2331129336545654E+00,1.170612262431938E-01
2.1959306496889823E+00,1.1771999359157433E-01
2.2447846434520504E+00,1.3517622484862907E-01
2.1986979304504315E+00,1.2420826055505566E-01
2.2752983314715323E+00,1.1596361508590881E-01
2.2613589720399885E+00,1.4053053756409098E-01
2.221732393727026E+00,1.2350161103151398E-01
2.204155248587887E+00,1.1709356299983223E-01
2.220098609495319E+00,1.184144922718963E-01
2.2664573359435067E+00,1.2146350603117993E-01
2.2099753715910784E+00,1.292038892795411E-01
2.2902746844840385E+00,1.3869204292366877E-01
2.234465229626216E+00,1.2184818205305459E-01
2.2302595802053604E+00,1.1648448536060316E-01
2.221224007611583E+00,1.2061104882094742E-01
2.2583902380585648E+00,1.2596053464770413E-01
2.3090932974519736E+00,1.1609371283314812E-01
2.288889635026693E+00,1.1852399019574925E-01
2.2094260913255894E+00,1.1569406522500841E-01
