pct_blocked_calls,pct_dropped_calls
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
1.5625E+00,0E+00
1.5384615384615385E+00,0E+00
1.5151515151515151E+00,0E+00
1.4925373134328357E+00,0E+00
1.4705882352941175E+00,0E+00
1.4492753623188406E+00,0E+00
1.4285714285714286E+00,0E+00
1.4084507042253522E+00,0E+00
1.3888888888888888E+00,0E+00
1.36986301369863E+00,0E+00
1.3513513513513513E+00,0E+00
1.3333333333333335E+00,0E+00
1.3157894736842104E+00,0E+00
1.2987012987012987E+00,0E+00
2.564102564102564E+00,0E+00
2.5316455696202533E+00,0E+00
2.5E+00,0E+00
2.4691358024691357E+00,0E+00
2.4390243902439024E+00,0E+00
2.4096385542168677E+00,0E+00
3.571428571428571E+00,0E+00
3.5294117647058822E+00,0E+00
3.488372093023256E+00,0E+00
3.4482758620689653E+00,0E+00
3.4090909090909087E+00,0E+00
3.3707865168539324E+00,0E+00
3.3333333333333335E+00,0E+00
3.296703296703297E+00,0E+00
3.260869565217391E+00,0E+00
3.225806451612903E+00,0E+00
3.1914893617021276E+00,0E+00
4.2105263157894735E+00,0E+00
4.166666666666666E+00,0E+00
4.123711340206185E+00,0E+00
4.081632653061225E+00,0E+00
4.040404040404041E+00,0E+00
4E+00,0E+00
3.9603960396039604E+00,0E+00
3.9215686274509802E+00,0E+00
